#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
1.0000000000000007,-5.919149447845289,13.000967269774234,7.081817821928945,183.9596413375468,8.0,0.00914391986081707,0
1.9999999999998905,-4.247336993233092,16.36232809365063,12.114991100417537,231.52185103589642,8.0,0.00914391986081707,2.21e+03
2.9999999999997806,0.737566362708023,25.535851707164138,26.27341806987216,361.3243556285233,8.0,0.00914391986081707,2.2e+03
3.9999999999996705,3.309612209381181,24.969751475762273,28.279363685143455,353.31421350841333,8.0,0.00914391986081707,2.15e+03
5.000000000000004,-5.824233939526047,23.974041460112268,18.149807520586222,339.22522662348916,8.0,0.00914391986081707,2.21e+03
6.000000000000338,-5.295165695945419,15.023359361998972,9.728193666053553,212.5758601318592,8.0,0.00914391986081707,2.25e+03
7.000000000000672,-2.0998203099251236,18.359714622629255,16.25989431270413,259.7842488912936,8.0,0.00914391986081707,2.28e+03
8.000000000001005,-4.214099883376803,16.366218466001055,12.15211858262425,231.57689859408217,8.0,0.00914391986081707,2.3e+03
9.000000000000451,1.303078657680424,14.120442680932461,15.423521338612886,199.7998700566555,8.0,0.00914391986081707,2.32e+03
9.999999999999897,-8.736710797956627,26.62214854661379,17.88543774865716,376.6951178821797,8.0,0.00914391986081707,2.33e+03
10.999999999999343,-5.934953245727834,36.71459334319721,30.779640097469375,519.5000712732143,8.0,0.00914391986081707,2.34e+03
11.999999999998789,-0.9576826023262228,36.34719726260653,35.389514660280305,514.3015310560252,8.0,0.00914391986081707,2.35e+03
12.999999999998234,2.7688658241001485,18.79091458901502,21.55978041311517,265.885594238536,8.0,0.00914391986081707,2.36e+03
13.99999999999768,-4.739341209262278,11.435558513993703,6.696217304731425,161.80959455375523,8.0,0.00914391986081707,2.36e+03
14.999999999997126,-10.047561963291416,27.33740963569989,17.28984767240847,386.8158397239221,8.0,0.00914391986081707,2.37e+03
15.999999999996572,-9.114355229286646,13.303958677937832,4.1896034486511855,188.2468754807877,8.0,0.00914391986081707,2.38e+03
16.999999999997794,-5.785785282014247,22.347855330952385,16.56207004893814,316.2151989185628,8.0,0.00914391986081707,2.38e+03
17.999999999999016,-6.313822255723135,21.27480215645121,14.960979900728073,301.03183040287695,8.0,0.00914391986081707,2.39e+03
19.000000000000238,-10.705589729770153,14.30387804556338,3.5982883157932264,202.39542338633572,8.0,0.00914391986081707,2.38e+03
20.00000000000146,-10.000546239391614,38.13372770254332,28.133181463151704,539.580380863874,8.0,0.00914391986081707,2.39e+03
21.000000000002682,9.656997718547881,21.7169434723322,31.373941190880082,307.28799244084126,8.0,0.00914391986081707,2.39e+03
22.000000000003904,4.494321958018582,14.526077547433413,19.020399505451994,205.53947719565684,8.0,0.00914391986081707,2.39e+03
23.000000000005127,0.28574935969301585,25.934411110811144,26.22016047050416,366.9638471698233,8.0,0.00914391986081707,2.39e+03
24.00000000000635,-6.806437346841582,14.016597658940038,7.210160312098456,198.33049530906814,8.0,0.00914391986081707,2.4e+03
25.00000000000757,-6.653740017532835,12.840949716012751,6.187209698479917,181.69544274471508,8.0,0.00914391986081707,2.4e+03
26.000000000008793,-3.1247509555105317,14.030434624354955,10.905683668844423,198.52628406402073,8.0,0.00914391986081707,2.4e+03
27.000000000010015,0.20808650954678942,18.028959740761916,18.237046250308705,255.1041702343449,8.0,0.00914391986081707,2.4e+03
28.000000000011237,12.110240739094058,12.8004911763935,24.91073191548756,181.12296699864487,8.0,0.00914391986081707,2.4e+03
29.00000000001246,-4.78301471887675,18.62848845860873,13.845473739731979,263.5873150356605,8.0,0.00914391986081707,2.4e+03
30.00000000001368,-4.873708552866924,38.918179103777646,34.044470550910724,550.6801240924644,8.0,0.00914391986081707,2.4e+03
31.000000000014904,-2.9093279362758206,11.063841264551979,8.154513328276158,156.54991114194812,8.0,0.00914391986081707,2.4e+03
32.00000000001612,-1.758109552204406,13.389363256124419,11.631253703920013,189.455323686662,8.0,0.00914391986081707,2.41e+03
33.00000000001379,-7.012771568559889,5.469850904811009,-1.5429206637488795,77.39668824167131,8.0,0.00914391986081707,2.41e+03
34.00000000001146,-9.346126110047331,12.490878916097053,3.1447528060497216,176.74204985794427,8.0,0.00914391986081707,2.41e+03
35.00000000000913,-5.5912651348914615,13.468068399052443,7.876803264160982,190.56897696830057,8.0,0.00914391986081707,2.41e+03
36.0000000000068,-4.364380132562706,6.610425559069748,2.2460454265070418,93.53546468517033,8.0,0.00914391986081707,2.41e+03
