#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
1.0000000000000007,155.599939652449,45.608498686107446,201.20843833855645,322.673032173013,8.0,0.01828783972163414,0
1.9999999999998905,154.24909101812364,52.166694479622734,206.41578549774636,369.07124705050614,8.0,0.01828783972163414,2.49e+03
2.9999999999997806,155.92211583220734,37.87038195803876,193.7924977902461,267.92706026240506,8.0,0.01828783972163414,2.49e+03
3.9999999999996705,162.84045447638732,39.29290500419498,202.1333594805823,277.9911894896851,8.0,0.01828783972163414,2.5e+03
5.000000000000004,147.96067068336282,56.0791097854849,204.0397804688477,396.75097662352084,8.0,0.01828783972163414,2.5e+03
6.000000000000338,148.40149634579487,54.54668366456795,202.94818001036282,385.90930024165783,8.0,0.01828783972163414,2.5e+03
7.000000000000672,141.68446889605866,39.11513788290354,180.7996067789622,276.73351476457407,8.0,0.01828783972163414,2.5e+03
8.000000000001005,144.62526161649686,33.59925718054626,178.22451879704312,237.70951698767783,8.0,0.01828783972163414,2.5e+03
9.000000000000451,163.81103632125428,32.18122741066117,195.99226373191544,227.6771769909264,8.0,0.01828783972163414,2.51e+03
9.999999999999897,150.95421189877234,41.31730917314638,192.27152107191873,292.31353401663205,8.0,0.01828783972163414,2.51e+03
10.999999999999343,149.52293433798303,38.83139290112941,188.35432723911245,274.72606316519,8.0,0.01828783972163414,2.51e+03
11.999999999998789,154.92266045220367,46.07730148483989,200.99996193704357,325.9897390350231,8.0,0.01828783972163414,2.51e+03
12.999999999998234,139.53910987474083,46.614104171355244,186.15321404609608,329.7875345232857,8.0,0.01828783972163414,2.51e+03
13.99999999999768,157.43999843970025,30.333440039830364,187.77343847953063,214.6043688316306,8.0,0.01828783972163414,2.51e+03
14.999999999997126,153.78883926713232,43.38623617455295,197.17507544168527,306.95087065608226,8.0,0.01828783972163414,2.51e+03
15.999999999996572,179.2192837028813,34.4388929744478,213.65817667732912,243.64980959419006,8.0,0.01828783972163414,2.51e+03
16.999999999997794,147.17729161070199,49.81181320145984,196.98910481216183,352.4108283934075,8.0,0.01828783972163414,2.51e+03
17.999999999999016,135.967630884848,63.625610677758004,199.593241562606,450.1412963085632,8.0,0.01828783972163414,2.51e+03
19.000000000000238,153.61064400282032,32.01426940964623,185.62491341246655,226.49597511002682,8.0,0.01828783972163414,2.51e+03
20.00000000000146,140.70495037182303,63.403048292792235,204.10799866461525,448.56670206245974,8.0,0.01828783972163414,2.51e+03
21.000000000002682,160.87911000006778,49.76341527042363,210.6425252704914,352.0684205613534,8.0,0.01828783972163414,2.51e+03
22.000000000003904,174.7784223226529,43.85739427910252,218.6358166017554,310.28424094029657,8.0,0.01828783972163414,2.51e+03
23.000000000005127,148.61342845907902,43.0131323430449,191.62656080212392,304.3112190977918,8.0,0.01828783972163414,2.51e+03
24.00000000000635,161.6879868471764,53.49786384525927,215.18585069243568,378.4890632014378,8.0,0.01828783972163414,2.51e+03
25.00000000000757,148.38257461647686,36.66815351151402,185.05072812799088,259.42148105282337,8.0,0.01828783972163414,2.51e+03
26.000000000008793,150.73491026762434,33.070043716135025,183.80495398375936,233.9654140650273,8.0,0.01828783972163414,2.51e+03
27.000000000010015,151.82506831497386,48.865225353418566,200.69029366839243,345.71386664406924,8.0,0.01828783972163414,2.51e+03
28.000000000011237,157.8166271368586,38.708325962674195,196.5249530995328,273.8553837230778,8.0,0.01828783972163414,2.51e+03
29.00000000001246,156.69177271967823,30.621712185403492,187.3134849050817,216.6438494105306,8.0,0.01828783972163414,2.51e+03
30.00000000001368,150.9769898869692,42.21966897128001,193.1966588582492,298.69758919412675,8.0,0.01828783972163414,2.51e+03
31.000000000014904,154.9020435718004,29.41201663083612,184.3140602026365,208.0854415733227,8.0,0.01828783972163414,2.51e+03
32.00000000001612,144.24741263962736,32.24667255630893,176.4940851959363,228.14019121405403,8.0,0.01828783972163414,2.51e+03
33.00000000001379,154.16371351409242,44.91730341257166,199.0810169266641,317.78293315286294,8.0,0.01828783972163414,2.51e+03
34.00000000001146,149.9195726631483,36.592013404469554,186.51158606761786,258.8828016417973,8.0,0.01828783972163414,2.51e+03
35.00000000000913,141.4927420952418,40.20083204389629,181.6935741391381,284.4146320350879,8.0,0.01828783972163414,2.51e+03
36.0000000000068,139.78892020836093,51.58248701885704,191.37140722721796,364.9380701599284,8.0,0.01828783972163414,2.51e+03
37.00000000000447,140.0953279809648,46.865636308961626,186.96096428992644,331.5670852620416,8.0,0.01828783972163414,2.51e+03
38.00000000000214,159.98941539662536,46.49437377328842,206.4837891699138,328.9404605853033,8.0,0.01828783972163414,2.51e+03
38.99999999999981,139.87506236174926,56.68810722546365,196.5631695872129,401.0595387600641,8.0,0.01828783972163414,2.51e+03
39.99999999999748,160.13185510067794,33.04516607784865,193.1770211785266,233.7894086447565,8.0,0.01828783972163414,2.5e+03
40.99999999999515,166.2534005708029,42.25883038791014,208.51223095871305,298.97465012382764,8.0,0.01828783972163414,2.5e+03
41.999999999992816,143.90935873386175,29.887014801237505,173.79637353509926,211.4459797259792,8.0,0.01828783972163414,2.5e+03
42.999999999990486,159.0644945083519,37.78619409740605,196.85068860575797,267.33144424685776,8.0,0.01828783972163414,2.5e+03
43.999999999988155,155.95799666989984,39.192290104895775,195.15028677479563,277.279354731385,8.0,0.01828783972163414,2.5e+03
44.999999999985825,149.1270275026334,34.52654207179297,183.65356957442637,244.26991332095898,8.0,0.01828783972163414,2.5e+03
45.999999999983494,153.14258613334198,58.306515549492715,211.44910168283468,412.5095258513421,8.0,0.01828783972163414,2.5e+03
46.99999999998116,152.01662713652115,41.27171034633204,193.2883374828532,291.9909294114469,8.0,0.01828783972163414,2.51e+03
47.99999999997883,147.41090877851937,37.95215865306969,185.36306743158906,268.5056176564627,8.0,0.01828783972163414,2.51e+03
48.9999999999765,160.10952744061166,51.51096943413817,211.62049687474982,364.4320943751574,8.0,0.01828783972163414,2.5e+03
49.99999999997417,152.20790590162957,44.30127368034615,196.50917958197573,313.4246186427982,8.0,0.01828783972163414,2.5e+03
50.99999999997184,159.76040980735158,36.60330426469089,196.36371407204246,258.96268272116663,8.0,0.01828783972163414,2.5e+03
51.99999999996951,163.5627459486356,29.347393626278393,192.910139574914,207.6282438704936,8.0,0.01828783972163414,2.5e+03
52.99999999996718,143.09793667707928,35.80894660310375,178.90688328018302,253.34272585614787,8.0,0.01828783972163414,2.5e+03
53.99999999996485,154.49461594599217,41.241971255737376,195.73658720172955,291.78052997246755,8.0,0.01828783972163414,2.5e+03
54.99999999996252,147.60347702702612,34.63025395696776,182.2337309839939,245.00365877248214,8.0,0.01828783972163414,2.5e+03
55.99999999996019,141.29573138542634,41.31704684413226,182.6127782295586,292.31167807967176,8.0,0.01828783972163414,2.5e+03
56.99999999995786,143.03885082262002,47.92059645766328,190.9594472802833,339.0307641773694,8.0,0.01828783972163414,2.5e+03
57.99999999995553,157.63962550436707,39.29027124721489,196.92989675158196,277.97255606882595,8.0,0.01828783972163414,2.5e+03
58.9999999999532,149.39318837182793,36.311301710713884,185.7044900825418,256.89681008320747,8.0,0.01828783972163414,2.5e+03
59.999999999950866,163.84722090904572,51.15321324445058,215.00043415349631,361.90102499487284,8.0,0.01828783972163414,2.5e+03
60.999999999948535,169.3443870532172,36.930481017537865,206.27486807075505,261.2774073435276,8.0,0.01828783972163414,2.5e+03
61.999999999946205,146.4799380757703,33.82093676819127,180.30087484396157,239.27786558008756,8.0,0.01828783972163414,2.5e+03
62.999999999943874,163.2406387448446,33.869871362846105,197.11051010769071,239.6240702237463,8.0,0.01828783972163414,2.5e+03
63.999999999941544,175.45104410870027,49.08098866314414,224.5320327718444,347.24035849068736,8.0,0.01828783972163414,2.5e+03
64.99999999994631,159.86479247254724,43.654801527200654,203.51959399974788,308.8509287411304,8.0,0.01828783972163414,2.5e+03
65.99999999995109,147.5887972956466,40.722254426505124,188.31105172215172,288.1036142661675,8.0,0.01828783972163414,2.51e+03
66.99999999995586,160.447127245842,26.732602135090314,187.17972938093232,189.12900089455997,8.0,0.01828783972163414,2.51e+03
67.99999999996064,146.23249504896083,43.77709001066789,190.0095850596287,309.7161007353192,8.0,0.01828783972163414,2.51e+03
68.99999999996541,165.04838320106424,37.74443400816638,202.79281720923063,267.03599811276064,8.0,0.01828783972163414,2.51e+03
69.99999999997019,143.039760525285,56.9477409281588,199.9875014534438,402.89640681133517,8.0,0.01828783972163414,2.5e+03
70.99999999997496,154.8385031636576,32.286352676081385,187.12485583973898,228.4209218877841,8.0,0.01828783972163414,2.5e+03
71.99999999997974,148.31313142369038,40.45682013195313,188.7699515556435,286.2257079299985,8.0,0.01828783972163414,2.5e+03
72.99999999998451,160.81089894347716,30.741100285811,191.55199922928816,217.4885016458299,8.0,0.01828783972163414,2.5e+03
73.99999999998929,142.93277848045605,46.91727588017849,189.85005436063454,331.93242719402093,8.0,0.01828783972163414,2.5e+03
74.99999999999406,153.9515903535505,55.10026309781951,209.05185345137,389.8257886028568,8.0,0.01828783972163414,2.5e+03
75.99999999999883,157.73885774833528,39.39482041658929,197.13367816492456,278.7122251757918,8.0,0.01828783972163414,2.5e+03
77.00000000000361,140.76823820845155,39.237243085151974,180.0054812936035,277.59739007265574,8.0,0.01828783972163414,2.5e+03
78.00000000000838,133.6844638415336,41.77471275068385,175.45917659221746,295.54959316224375,8.0,0.01828783972163414,2.5e+03
79.00000000001316,133.55987376312385,34.46514682529119,168.02502058841503,243.8355515041827,8.0,0.01828783972163414,2.5e+03
80.00000000001793,136.8834804657264,34.651641427950416,171.5351218936768,245.1549718020993,8.0,0.01828783972163414,2.5e+03
81.00000000002271,135.59817956024392,38.08045278656517,173.67863234680908,269.41327869020785,8.0,0.01828783972163414,2.5e+03
82.00000000002748,152.88337307908466,30.08535833298256,182.96873141206723,212.84922935365387,8.0,0.01828783972163414,2.5e+03
83.00000000003226,161.6041658444097,41.39260187760084,202.99676772201053,292.8462181861775,8.0,0.01828783972163414,2.5e+03
84.00000000003703,164.97874381376886,42.783304018108524,207.7620478318774,302.6852194568728,8.0,0.01828783972163414,2.5e+03
85.00000000004181,174.99194083165878,47.79718169247373,222.7891225241325,338.15762391522867,8.0,0.01828783972163414,2.5e+03
86.00000000004658,146.10072078631995,59.886788178399044,205.98750896471898,423.6897088329965,8.0,0.01828783972163414,2.5e+03
87.00000000005136,149.6475947239056,42.60756226869509,192.2551569926007,301.4418739226797,8.0,0.01828783972163414,2.5e+03
88.00000000005613,167.33644339862258,35.83114864303746,203.16759204166004,253.49980183435844,8.0,0.01828783972163414,2.5e+03
89.00000000006091,151.1249543365742,57.599381253726285,208.72433559030048,407.5066607287946,8.0,0.01828783972163414,2.51e+03
90.00000000006568,150.87005688531815,45.33879891504216,196.2088558003603,320.7649482541597,8.0,0.01828783972163414,2.51e+03
91.00000000007046,154.30226717583108,43.68787769618822,197.9901448720193,309.0849374905378,8.0,0.01828783972163414,2.51e+03
92.00000000007523,145.58935057695902,41.874457568716146,187.46380814567516,296.25527223095276,8.0,0.01828783972163414,2.51e+03
93.00000000008001,160.5320721409276,54.66423777903252,215.19630991996013,386.7409773117529,8.0,0.01828783972163414,2.51e+03
94.00000000008478,164.62889388671704,46.543524728813836,211.1724186155309,329.28819594845874,8.0,0.01828783972163414,2.51e+03
95.00000000008956,147.23764993721485,51.546941512680625,198.7845914498955,364.6865912341035,8.0,0.01828783972163414,2.51e+03
