#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
1.0000000000000007,60.017724188381194,33.439399259616614,93.45712344799782,287.2739500120058,8.0,0.012473833723541196,0
1.9999999999998905,76.0134250621118,24.143541315217394,100.1569663773292,207.4143266466109,8.0,0.012473833723541196,2.44e+03
2.9999999999997806,47.90484406490218,35.426361832827695,83.33120589772987,304.3437120164238,8.0,0.012473833723541196,2.45e+03
3.9999999999996705,55.66315597953866,43.59762349233409,99.26077947187275,374.5420608349358,8.0,0.012473833723541196,2.45e+03
5.000000000000004,53.452434954999994,37.34560816400216,90.79804311900216,320.83173174195696,8.0,0.012473833723541196,2.45e+03
6.000000000000338,43.320723696130244,40.751267703116234,84.07199139924649,350.0893526878837,8.0,0.012473833723541196,2.45e+03
7.000000000000672,53.481378656725674,37.07055428404484,90.55193294077051,318.4687761772351,8.0,0.012473833723541196,2.45e+03
8.000000000001005,55.89137045863929,41.8736201948679,97.76499065350718,359.7313510715298,8.0,0.012473833723541196,2.45e+03
9.000000000000451,54.293781885091086,44.01155426905091,98.305336154142,378.098091502107,8.0,0.012473833723541196,2.45e+03
9.999999999999897,37.72419748608347,28.367443332355972,66.09164081843944,243.70137258025218,8.0,0.012473833723541196,2.45e+03
10.999999999999343,37.67010071572485,46.276959598995255,83.9470603147201,397.55992251344634,8.0,0.012473833723541196,2.44e+03
11.999999999998789,50.50148947444485,27.363531509306313,77.86502098375117,235.07688406500796,8.0,0.012473833723541196,2.44e+03
12.999999999998234,37.02894264145397,36.31528300992931,73.34422565138328,311.98032940337833,8.0,0.012473833723541196,2.44e+03
13.99999999999768,46.05659458445797,35.14841253165538,81.20500711611335,301.95588222824705,8.0,0.012473833723541196,2.44e+03
14.999999999997126,40.35391508180628,36.07681134134069,76.43072642314696,309.93164731822674,8.0,0.012473833723541196,2.44e+03
15.999999999996572,34.25522516955904,54.55730920959947,88.8125343791585,468.69543310233837,8.0,0.012473833723541196,2.44e+03
